,href,title,difficulty,content
115,https://leetcode.com/problems/populating-next-right-pointers-in-each-node,116. Populating Next Right Pointers in Each Node,Medium,"You are given a perfect binary tree where all leaves are on the same level, and every parent has two children. The binary tree has the following definition:
struct Node {
  int val;
  Node *left;
  Node *right;
  Node *next;
}
Populate each next pointer to point to its next right node. If there is no next right node, the next pointer should be set to NULL.
Initially, all next pointers are set to NULL.
 
Follow up:
 
Example 1:

Input: root = [1,2,3,4,5,6,7]
Output: [1,#,2,3,#,4,5,6,7,#]
Explanation: Given the above perfect binary tree (Figure A), your function should populate each next pointer to point to its next right node, just like in Figure B. The serialized output is in level order as connected by the next pointers, with '#' signifying the end of each level.
 
Constraints:
"
116,https://leetcode.com/problems/populating-next-right-pointers-in-each-node-ii,117. Populating Next Right Pointers in Each Node II,Medium,"Given a binary tree
struct Node {
  int val;
  Node *left;
  Node *right;
  Node *next;
}
Populate each next pointer to point to its next right node. If there is no next right node, the next pointer should be set to NULL.
Initially, all next pointers are set to NULL.
 
Follow up:
 
Example 1:

Input: root = [1,2,3,4,5,null,7]
Output: [1,#,2,3,#,4,5,7,#]
Explanation: Given the above binary tree (Figure A), your function should populate each next pointer to point to its next right node, just like in Figure B. The serialized output is in level order as connected by the next pointers, with '#' signifying the end of each level.
 
Constraints:
"
117,https://leetcode.com/problems/pascals-triangle,118. Pascal's Triangle,Easy,"Given a non-negative integer numRows, generate the first numRows of Pascal's triangle.
In Pascal's triangle, each number is the sum of the two numbers directly above it.
Example:
Input: 5
Output:
[
     [1],
    [1,1],
   [1,2,1],
  [1,3,3,1],
 [1,4,6,4,1]
]
"
118,https://leetcode.com/problems/pascals-triangle-ii,119. Pascal's Triangle II,Easy,"Given a non-negative index k where k ≤ 33, return the kth index row of the Pascal's triangle.
Note that the row index starts from 0.
In Pascal's triangle, each number is the sum of the two numbers directly above it.
Example:
Input: 3
Output: [1,3,3,1]
Follow up:
Could you optimize your algorithm to use only O(k) extra space?
"
119,https://leetcode.com/problems/triangle,120. Triangle,Medium,"Given a triangle, find the minimum path sum from top to bottom. Each step you may move to adjacent numbers on the row below.
For example, given the following triangle
[
     [2],
    [3,4],
   [6,5,7],
  [4,1,8,3]
]
The minimum path sum from top to bottom is 11 (i.e., 2 + 3 + 5 + 1 = 11).
Note:
Bonus point if you are able to do this using only O(n) extra space, where n is the total number of rows in the triangle.
"
120,https://leetcode.com/problems/best-time-to-buy-and-sell-stock,121. Best Time to Buy and Sell Stock,Easy,"Say you have an array for which the ith element is the price of a given stock on day i.
If you were only permitted to complete at most one transaction (i.e., buy one and sell one share of the stock), design an algorithm to find the maximum profit.
Note that you cannot sell a stock before you buy one.
Example 1:
Input: [7,1,5,3,6,4]
Output: 5
Explanation: Buy on day 2 (price = 1) and sell on day 5 (price = 6), profit = 6-1 = 5.
             Not 7-1 = 6, as selling price needs to be larger than buying price.
Example 2:
Input: [7,6,4,3,1]
Output: 0
Explanation: In this case, no transaction is done, i.e. max profit = 0.
"
121,https://leetcode.com/problems/best-time-to-buy-and-sell-stock-ii,,,
122,https://leetcode.com/problems/best-time-to-buy-and-sell-stock-iii,,,
123,https://leetcode.com/problems/binary-tree-maximum-path-sum,,,
124,https://leetcode.com/problems/valid-palindrome,,,
125,https://leetcode.com/problems/word-ladder-ii,,,
126,https://leetcode.com/problems/word-ladder,,,
127,https://leetcode.com/problems/longest-consecutive-sequence,,,
128,https://leetcode.com/problems/sum-root-to-leaf-numbers,,,
129,https://leetcode.com/problems/surrounded-regions,,,
130,https://leetcode.com/problems/palindrome-partitioning,,,
131,https://leetcode.com/problems/palindrome-partitioning-ii,,,
132,https://leetcode.com/problems/clone-graph,,,
133,https://leetcode.com/problems/gas-station,,,
134,https://leetcode.com/problems/candy,,,
135,https://leetcode.com/problems/single-number,,,
136,https://leetcode.com/problems/single-number-ii,,,
137,https://leetcode.com/problems/copy-list-with-random-pointer,,,
138,https://leetcode.com/problems/word-break,,,
139,https://leetcode.com/problems/word-break-ii,,,
140,https://leetcode.com/problems/linked-list-cycle,,,
141,https://leetcode.com/problems/linked-list-cycle-ii,,,
142,https://leetcode.com/problems/reorder-list,,,
143,https://leetcode.com/problems/binary-tree-preorder-traversal,,,
144,https://leetcode.com/problems/binary-tree-postorder-traversal,,,
145,https://leetcode.com/problems/lru-cache,,,
146,https://leetcode.com/problems/insertion-sort-list,,,
147,https://leetcode.com/problems/sort-list,,,
148,https://leetcode.com/problems/max-points-on-a-line,,,
149,https://leetcode.com/problems/evaluate-reverse-polish-notation,,,
150,https://leetcode.com/problems/reverse-words-in-a-string,,,
151,https://leetcode.com/problems/maximum-product-subarray,,,
152,https://leetcode.com/problems/find-minimum-in-rotated-sorted-array,,,
153,https://leetcode.com/problems/find-minimum-in-rotated-sorted-array-ii,,,
154,https://leetcode.com/problems/min-stack,,,
155,https://leetcode.com/problems/binary-tree-upside-down,,,
156,https://leetcode.com/problems/read-n-characters-given-read4,,,
157,https://leetcode.com/problems/read-n-characters-given-read4-ii-call-multiple-times,,,
158,https://leetcode.com/problems/longest-substring-with-at-most-two-distinct-characters,,,
159,https://leetcode.com/problems/intersection-of-two-linked-lists,,,
160,https://leetcode.com/problems/one-edit-distance,,,
161,https://leetcode.com/problems/find-peak-element,,,
162,https://leetcode.com/problems/missing-ranges,,,
163,https://leetcode.com/problems/maximum-gap,,,
164,https://leetcode.com/problems/compare-version-numbers,,,
165,https://leetcode.com/problems/fraction-to-recurring-decimal,,,
166,https://leetcode.com/problems/two-sum-ii-input-array-is-sorted,,,
167,https://leetcode.com/problems/excel-sheet-column-title,,,
168,https://leetcode.com/problems/majority-element,,,
169,https://leetcode.com/problems/two-sum-iii-data-structure-design,,,
170,https://leetcode.com/problems/excel-sheet-column-number,,,
171,https://leetcode.com/problems/factorial-trailing-zeroes,,,
172,https://leetcode.com/problems/binary-search-tree-iterator,,,
173,https://leetcode.com/problems/dungeon-game,,,
174,https://leetcode.com/problems/combine-two-tables,,,
175,https://leetcode.com/problems/second-highest-salary,,,
176,https://leetcode.com/problems/nth-highest-salary,,,
177,https://leetcode.com/problems/rank-scores,,,
178,https://leetcode.com/problems/largest-number,,,
179,https://leetcode.com/problems/consecutive-numbers,,,
180,https://leetcode.com/problems/employees-earning-more-than-their-managers,,,
181,https://leetcode.com/problems/duplicate-emails,,,
182,https://leetcode.com/problems/customers-who-never-order,,,
183,https://leetcode.com/problems/department-highest-salary,,,
184,https://leetcode.com/problems/department-top-three-salaries,,,
185,https://leetcode.com/problems/reverse-words-in-a-string-ii,,,
186,https://leetcode.com/problems/repeated-dna-sequences,,,
187,https://leetcode.com/problems/best-time-to-buy-and-sell-stock-iv,,,
188,https://leetcode.com/problems/rotate-array,,,
189,https://leetcode.com/problems/reverse-bits,,,
190,https://leetcode.com/problems/number-of-1-bits,,,
191,https://leetcode.com/problems/word-frequency,,,
192,https://leetcode.com/problems/valid-phone-numbers,,,
193,https://leetcode.com/problems/transpose-file,,,
194,https://leetcode.com/problems/tenth-line,,,
195,https://leetcode.com/problems/delete-duplicate-emails,,,
196,https://leetcode.com/problems/rising-temperature,,,
197,https://leetcode.com/problems/house-robber,,,
198,https://leetcode.com/problems/binary-tree-right-side-view,,,
199,https://leetcode.com/problems/number-of-islands,,,
200,https://leetcode.com/problems/bitwise-and-of-numbers-range,,,
201,https://leetcode.com/problems/happy-number,,,
202,https://leetcode.com/problems/remove-linked-list-elements,,,
203,https://leetcode.com/problems/count-primes,,,
204,https://leetcode.com/problems/isomorphic-strings,,,
205,https://leetcode.com/problems/reverse-linked-list,,,
206,https://leetcode.com/problems/course-schedule,,,
207,https://leetcode.com/problems/implement-trie-prefix-tree,,,
208,https://leetcode.com/problems/minimum-size-subarray-sum,,,
209,https://leetcode.com/problems/course-schedule-ii,,,
210,https://leetcode.com/problems/add-and-search-word-data-structure-design,,,
211,https://leetcode.com/problems/word-search-ii,,,
212,https://leetcode.com/problems/house-robber-ii,,,
213,https://leetcode.com/problems/shortest-palindrome,,,
214,https://leetcode.com/problems/kth-largest-element-in-an-array,,,
215,https://leetcode.com/problems/combination-sum-iii,,,
216,https://leetcode.com/problems/contains-duplicate,,,
217,https://leetcode.com/problems/the-skyline-problem,,,
218,https://leetcode.com/problems/contains-duplicate-ii,,,
219,https://leetcode.com/problems/contains-duplicate-iii,,,
220,https://leetcode.com/problems/maximal-square,,,
221,https://leetcode.com/problems/count-complete-tree-nodes,,,
222,https://leetcode.com/problems/rectangle-area,,,
223,https://leetcode.com/problems/basic-calculator,,,
224,https://leetcode.com/problems/implement-stack-using-queues,,,
225,https://leetcode.com/problems/invert-binary-tree,,,
226,https://leetcode.com/problems/basic-calculator-ii,,,
227,https://leetcode.com/problems/summary-ranges,,,
228,https://leetcode.com/problems/majority-element-ii,,,
229,https://leetcode.com/problems/kth-smallest-element-in-a-bst,,,
230,https://leetcode.com/problems/power-of-two,,,
231,https://leetcode.com/problems/implement-queue-using-stacks,,,
232,https://leetcode.com/problems/number-of-digit-one,,,
233,https://leetcode.com/problems/palindrome-linked-list,,,
234,https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-search-tree,,,
235,https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-tree,,,
236,https://leetcode.com/problems/delete-node-in-a-linked-list,,,
237,https://leetcode.com/problems/product-of-array-except-self,,,
238,https://leetcode.com/problems/sliding-window-maximum,,,
239,https://leetcode.com/problems/search-a-2d-matrix-ii,,,
240,https://leetcode.com/problems/different-ways-to-add-parentheses,,,
241,https://leetcode.com/problems/valid-anagram,,,
242,https://leetcode.com/problems/shortest-word-distance,,,
243,https://leetcode.com/problems/shortest-word-distance-ii,,,
244,https://leetcode.com/problems/shortest-word-distance-iii,,,
245,https://leetcode.com/problems/strobogrammatic-number,,,
246,https://leetcode.com/problems/strobogrammatic-number-ii,,,
247,https://leetcode.com/problems/strobogrammatic-number-iii,,,
248,https://leetcode.com/problems/group-shifted-strings,,,
249,https://leetcode.com/problems/count-univalue-subtrees,,,
250,https://leetcode.com/problems/flatten-2d-vector,,,
251,https://leetcode.com/problems/meeting-rooms,,,
252,https://leetcode.com/problems/meeting-rooms-ii,,,
253,https://leetcode.com/problems/factor-combinations,,,
254,https://leetcode.com/problems/verify-preorder-sequence-in-binary-search-tree,,,
255,https://leetcode.com/problems/paint-house,,,
256,https://leetcode.com/problems/binary-tree-paths,,,
257,https://leetcode.com/problems/add-digits,,,
258,https://leetcode.com/problems/3sum-smaller,,,
259,https://leetcode.com/problems/single-number-iii,,,
260,https://leetcode.com/problems/graph-valid-tree,,,
261,https://leetcode.com/problems/trips-and-users,,,
262,https://leetcode.com/problems/ugly-number,,,
263,https://leetcode.com/problems/ugly-number-ii,,,
264,https://leetcode.com/problems/paint-house-ii,,,
265,https://leetcode.com/problems/palindrome-permutation,,,
266,https://leetcode.com/problems/palindrome-permutation-ii,,,
267,https://leetcode.com/problems/missing-number,,,
268,https://leetcode.com/problems/alien-dictionary,,,
269,https://leetcode.com/problems/closest-binary-search-tree-value,,,
270,https://leetcode.com/problems/encode-and-decode-strings,,,
271,https://leetcode.com/problems/closest-binary-search-tree-value-ii,,,
272,https://leetcode.com/problems/integer-to-english-words,,,
273,https://leetcode.com/problems/h-index,,,
274,https://leetcode.com/problems/h-index-ii,,,
275,https://leetcode.com/problems/paint-fence,,,
276,https://leetcode.com/problems/find-the-celebrity,,,
277,https://leetcode.com/problems/first-bad-version,,,
278,https://leetcode.com/problems/perfect-squares,,,
279,https://leetcode.com/problems/wiggle-sort,,,
280,https://leetcode.com/problems/zigzag-iterator,,,
281,https://leetcode.com/problems/expression-add-operators,,,
282,https://leetcode.com/problems/move-zeroes,,,
283,https://leetcode.com/problems/peeking-iterator,,,
284,https://leetcode.com/problems/inorder-successor-in-bst,,,
285,https://leetcode.com/problems/walls-and-gates,,,
286,https://leetcode.com/problems/find-the-duplicate-number,,,
287,https://leetcode.com/problems/unique-word-abbreviation,,,
288,https://leetcode.com/problems/game-of-life,,,
289,https://leetcode.com/problems/word-pattern,,,
290,https://leetcode.com/problems/word-pattern-ii,,,
291,https://leetcode.com/problems/nim-game,,,
292,https://leetcode.com/problems/flip-game,,,
293,https://leetcode.com/problems/flip-game-ii,,,
294,https://leetcode.com/problems/find-median-from-data-stream,,,
295,https://leetcode.com/problems/best-meeting-point,,,
296,https://leetcode.com/problems/serialize-and-deserialize-binary-tree,,,
297,https://leetcode.com/problems/binary-tree-longest-consecutive-sequence,,,
298,https://leetcode.com/problems/bulls-and-cows,,,
299,https://leetcode.com/problems/longest-increasing-subsequence,,,
300,https://leetcode.com/problems/remove-invalid-parentheses,,,
301,https://leetcode.com/problems/smallest-rectangle-enclosing-black-pixels,,,
302,https://leetcode.com/problems/range-sum-query-immutable,,,
303,https://leetcode.com/problems/range-sum-query-2d-immutable,,,
304,https://leetcode.com/problems/number-of-islands-ii,,,
305,https://leetcode.com/problems/additive-number,,,
306,https://leetcode.com/problems/range-sum-query-mutable,,,
307,https://leetcode.com/problems/range-sum-query-2d-mutable,,,
308,https://leetcode.com/problems/best-time-to-buy-and-sell-stock-with-cooldown,,,
309,https://leetcode.com/problems/minimum-height-trees,,,
310,https://leetcode.com/problems/sparse-matrix-multiplication,,,
311,https://leetcode.com/problems/burst-balloons,,,
312,https://leetcode.com/problems/super-ugly-number,,,
313,https://leetcode.com/problems/binary-tree-vertical-order-traversal,,,
314,https://leetcode.com/problems/count-of-smaller-numbers-after-self,,,
315,https://leetcode.com/problems/remove-duplicate-letters,,,
316,https://leetcode.com/problems/shortest-distance-from-all-buildings,,,
317,https://leetcode.com/problems/maximum-product-of-word-lengths,,,
318,https://leetcode.com/problems/bulb-switcher,,,
319,https://leetcode.com/problems/generalized-abbreviation,,,
320,https://leetcode.com/problems/create-maximum-number,,,
321,https://leetcode.com/problems/coin-change,,,
322,https://leetcode.com/problems/number-of-connected-components-in-an-undirected-graph,,,
323,https://leetcode.com/problems/wiggle-sort-ii,,,
324,https://leetcode.com/problems/maximum-size-subarray-sum-equals-k,,,
325,https://leetcode.com/problems/power-of-three,,,
326,https://leetcode.com/problems/count-of-range-sum,,,
327,https://leetcode.com/problems/odd-even-linked-list,,,
328,https://leetcode.com/problems/longest-increasing-path-in-a-matrix,,,
329,https://leetcode.com/problems/patching-array,,,
330,https://leetcode.com/problems/verify-preorder-serialization-of-a-binary-tree,,,
331,https://leetcode.com/problems/reconstruct-itinerary,,,
332,https://leetcode.com/problems/largest-bst-subtree,,,
333,https://leetcode.com/problems/increasing-triplet-subsequence,,,
334,https://leetcode.com/problems/self-crossing,,,
335,https://leetcode.com/problems/palindrome-pairs,,,
336,https://leetcode.com/problems/house-robber-iii,,,
337,https://leetcode.com/problems/counting-bits,,,
338,https://leetcode.com/problems/nested-list-weight-sum,,,
339,https://leetcode.com/problems/longest-substring-with-at-most-k-distinct-characters,,,
340,https://leetcode.com/problems/flatten-nested-list-iterator,,,
341,https://leetcode.com/problems/power-of-four,,,
342,https://leetcode.com/problems/integer-break,,,
343,https://leetcode.com/problems/reverse-string,,,
344,https://leetcode.com/problems/reverse-vowels-of-a-string,,,
345,https://leetcode.com/problems/moving-average-from-data-stream,,,
346,https://leetcode.com/problems/top-k-frequent-elements,,,
347,https://leetcode.com/problems/design-tic-tac-toe,,,
348,https://leetcode.com/problems/intersection-of-two-arrays,,,
349,https://leetcode.com/problems/intersection-of-two-arrays-ii,,,
350,https://leetcode.com/problems/android-unlock-patterns,,,
351,https://leetcode.com/problems/data-stream-as-disjoint-intervals,,,
352,https://leetcode.com/problems/design-snake-game,,,
353,https://leetcode.com/problems/russian-doll-envelopes,,,
354,https://leetcode.com/problems/design-twitter,,,
355,https://leetcode.com/problems/line-reflection,,,
356,https://leetcode.com/problems/count-numbers-with-unique-digits,,,
357,https://leetcode.com/problems/rearrange-string-k-distance-apart,,,
358,https://leetcode.com/problems/logger-rate-limiter,,,
359,https://leetcode.com/problems/sort-transformed-array,,,
360,https://leetcode.com/problems/bomb-enemy,,,
361,https://leetcode.com/problems/design-hit-counter,,,
362,https://leetcode.com/problems/max-sum-of-rectangle-no-larger-than-k,,,
363,https://leetcode.com/problems/nested-list-weight-sum-ii,,,
364,https://leetcode.com/problems/water-and-jug-problem,,,
365,https://leetcode.com/problems/find-leaves-of-binary-tree,,,
366,https://leetcode.com/problems/valid-perfect-square,,,
367,https://leetcode.com/problems/largest-divisible-subset,,,
368,https://leetcode.com/problems/plus-one-linked-list,,,
369,https://leetcode.com/problems/range-addition,,,
370,https://leetcode.com/problems/sum-of-two-integers,,,
371,https://leetcode.com/problems/super-pow,,,
372,https://leetcode.com/problems/find-k-pairs-with-smallest-sums,,,
373,https://leetcode.com/problems/guess-number-higher-or-lower,,,
374,https://leetcode.com/problems/guess-number-higher-or-lower-ii,,,
375,https://leetcode.com/problems/wiggle-subsequence,,,
376,https://leetcode.com/problems/combination-sum-iv,,,
377,https://leetcode.com/problems/kth-smallest-element-in-a-sorted-matrix,,,
378,https://leetcode.com/problems/design-phone-directory,,,
379,https://leetcode.com/problems/insert-delete-getrandom-o1,,,
380,https://leetcode.com/problems/insert-delete-getrandom-o1-duplicates-allowed,,,
381,https://leetcode.com/problems/linked-list-random-node,,,
382,https://leetcode.com/problems/ransom-note,,,
383,https://leetcode.com/problems/shuffle-an-array,,,
384,https://leetcode.com/problems/mini-parser,,,
385,https://leetcode.com/problems/lexicographical-numbers,,,
386,https://leetcode.com/problems/first-unique-character-in-a-string,,,
387,https://leetcode.com/problems/longest-absolute-file-path,,,
388,https://leetcode.com/problems/find-the-difference,,,
389,https://leetcode.com/problems/elimination-game,,,
390,https://leetcode.com/problems/perfect-rectangle,,,
391,https://leetcode.com/problems/is-subsequence,,,
392,https://leetcode.com/problems/utf-8-validation,,,
393,https://leetcode.com/problems/decode-string,,,
394,https://leetcode.com/problems/longest-substring-with-at-least-k-repeating-characters,,,
395,https://leetcode.com/problems/rotate-function,,,
396,https://leetcode.com/problems/integer-replacement,,,
397,https://leetcode.com/problems/random-pick-index,,,
398,https://leetcode.com/problems/evaluate-division,,,
399,https://leetcode.com/problems/nth-digit,,,
400,https://leetcode.com/problems/binary-watch,,,
401,https://leetcode.com/problems/remove-k-digits,,,
402,https://leetcode.com/problems/frog-jump,,,
403,https://leetcode.com/problems/sum-of-left-leaves,,,
404,https://leetcode.com/problems/convert-a-number-to-hexadecimal,,,
405,https://leetcode.com/problems/queue-reconstruction-by-height,,,
406,https://leetcode.com/problems/trapping-rain-water-ii,,,
407,https://leetcode.com/problems/valid-word-abbreviation,,,
408,https://leetcode.com/problems/longest-palindrome,,,
409,https://leetcode.com/problems/split-array-largest-sum,,,
410,https://leetcode.com/problems/minimum-unique-word-abbreviation,,,
411,https://leetcode.com/problems/fizz-buzz,,,
412,https://leetcode.com/problems/arithmetic-slices,,,
413,https://leetcode.com/problems/third-maximum-number,,,
414,https://leetcode.com/problems/add-strings,,,
415,https://leetcode.com/problems/partition-equal-subset-sum,,,
416,https://leetcode.com/problems/pacific-atlantic-water-flow,,,
417,https://leetcode.com/problems/sentence-screen-fitting,,,
418,https://leetcode.com/problems/battleships-in-a-board,,,
419,https://leetcode.com/problems/strong-password-checker,,,
420,https://leetcode.com/problems/maximum-xor-of-two-numbers-in-an-array,,,
421,https://leetcode.com/problems/valid-word-square,,,
422,https://leetcode.com/problems/reconstruct-original-digits-from-english,,,
423,https://leetcode.com/problems/longest-repeating-character-replacement,,,
424,https://leetcode.com/problems/word-squares,,,
425,https://leetcode.com/problems/convert-binary-search-tree-to-sorted-doubly-linked-list,,,
426,https://leetcode.com/problems/construct-quad-tree,,,
427,https://leetcode.com/problems/serialize-and-deserialize-n-ary-tree,,,
428,https://leetcode.com/problems/n-ary-tree-level-order-traversal,,,
429,https://leetcode.com/problems/flatten-a-multilevel-doubly-linked-list,,,
430,https://leetcode.com/problems/encode-n-ary-tree-to-binary-tree,,,
431,https://leetcode.com/problems/all-oone-data-structure,,,
432,https://leetcode.com/problems/minimum-genetic-mutation,,,
433,https://leetcode.com/problems/number-of-segments-in-a-string,,,
434,https://leetcode.com/problems/non-overlapping-intervals,,,
435,https://leetcode.com/problems/find-right-interval,,,
436,https://leetcode.com/problems/path-sum-iii,,,
437,https://leetcode.com/problems/find-all-anagrams-in-a-string,,,
438,https://leetcode.com/problems/ternary-expression-parser,,,
439,https://leetcode.com/problems/k-th-smallest-in-lexicographical-order,,,
440,https://leetcode.com/problems/arranging-coins,,,
441,https://leetcode.com/problems/find-all-duplicates-in-an-array,,,
442,https://leetcode.com/problems/string-compression,,,
443,https://leetcode.com/problems/sequence-reconstruction,,,
444,https://leetcode.com/problems/add-two-numbers-ii,,,
445,https://leetcode.com/problems/arithmetic-slices-ii-subsequence,,,
446,https://leetcode.com/problems/number-of-boomerangs,,,
447,https://leetcode.com/problems/find-all-numbers-disappeared-in-an-array,,,
448,https://leetcode.com/problems/serialize-and-deserialize-bst,,,
449,https://leetcode.com/problems/delete-node-in-a-bst,,,
450,https://leetcode.com/problems/sort-characters-by-frequency,,,
451,https://leetcode.com/problems/minimum-number-of-arrows-to-burst-balloons,,,
452,https://leetcode.com/problems/minimum-moves-to-equal-array-elements,,,
453,https://leetcode.com/problems/4sum-ii,,,
454,https://leetcode.com/problems/assign-cookies,,,
455,https://leetcode.com/problems/132-pattern,,,
456,https://leetcode.com/problems/circular-array-loop,,,
457,https://leetcode.com/problems/poor-pigs,,,
458,https://leetcode.com/problems/repeated-substring-pattern,,,
459,https://leetcode.com/problems/lfu-cache,,,
460,https://leetcode.com/problems/hamming-distance,,,
461,https://leetcode.com/problems/minimum-moves-to-equal-array-elements-ii,,,
462,https://leetcode.com/problems/island-perimeter,,,
463,https://leetcode.com/problems/can-i-win,,,
464,https://leetcode.com/problems/optimal-account-balancing,,,
465,https://leetcode.com/problems/count-the-repetitions,,,
466,https://leetcode.com/problems/unique-substrings-in-wraparound-string,,,
467,https://leetcode.com/problems/validate-ip-address,,,
468,https://leetcode.com/problems/convex-polygon,,,
469,https://leetcode.com/problems/implement-rand10-using-rand7,,,
470,https://leetcode.com/problems/encode-string-with-shortest-length,,,
471,https://leetcode.com/problems/concatenated-words,,,
472,https://leetcode.com/problems/matchsticks-to-square,,,
473,https://leetcode.com/problems/ones-and-zeroes,,,
474,https://leetcode.com/problems/heaters,,,
475,https://leetcode.com/problems/number-complement,,,
476,https://leetcode.com/problems/total-hamming-distance,,,
477,https://leetcode.com/problems/generate-random-point-in-a-circle,,,
478,https://leetcode.com/problems/largest-palindrome-product,,,
479,https://leetcode.com/problems/sliding-window-median,,,
480,https://leetcode.com/problems/magical-string,,,
481,https://leetcode.com/problems/license-key-formatting,,,
482,https://leetcode.com/problems/smallest-good-base,,,
483,https://leetcode.com/problems/find-permutation,,,
484,https://leetcode.com/problems/max-consecutive-ones,,,
485,https://leetcode.com/problems/predict-the-winner,,,
486,https://leetcode.com/problems/max-consecutive-ones-ii,,,
487,https://leetcode.com/problems/zuma-game,,,
488,https://leetcode.com/problems/robot-room-cleaner,,,
489,https://leetcode.com/problems/the-maze,,,
490,https://leetcode.com/problems/increasing-subsequences,,,
491,https://leetcode.com/problems/construct-the-rectangle,,,
492,https://leetcode.com/problems/reverse-pairs,,,
493,https://leetcode.com/problems/target-sum,,,
494,https://leetcode.com/problems/teemo-attacking,,,
495,https://leetcode.com/problems/next-greater-element-i,,,
496,https://leetcode.com/problems/random-point-in-non-overlapping-rectangles,,,
497,https://leetcode.com/problems/diagonal-traverse,,,
498,https://leetcode.com/problems/the-maze-iii,,,
499,https://leetcode.com/problems/keyboard-row,,,
500,https://leetcode.com/problems/find-mode-in-binary-search-tree,,,
501,https://leetcode.com/problems/ipo,,,
502,https://leetcode.com/problems/next-greater-element-ii,,,
503,https://leetcode.com/problems/base-7,,,
504,https://leetcode.com/problems/the-maze-ii,,,
505,https://leetcode.com/problems/relative-ranks,,,
506,https://leetcode.com/problems/perfect-number,,,
507,https://leetcode.com/problems/most-frequent-subtree-sum,,,
508,https://leetcode.com/problems/fibonacci-number,,,
509,https://leetcode.com/problems/inorder-successor-in-bst-ii,,,
510,https://leetcode.com/problems/game-play-analysis-i,,,
511,https://leetcode.com/problems/game-play-analysis-ii,,,
512,https://leetcode.com/problems/find-bottom-left-tree-value,,,
513,https://leetcode.com/problems/freedom-trail,,,
514,https://leetcode.com/problems/find-largest-value-in-each-tree-row,,,
515,https://leetcode.com/problems/longest-palindromic-subsequence,,,
516,https://leetcode.com/problems/super-washing-machines,,,
517,https://leetcode.com/problems/coin-change-2,,,
518,https://leetcode.com/problems/random-flip-matrix,,,
519,https://leetcode.com/problems/detect-capital,,,
520,https://leetcode.com/problems/longest-uncommon-subsequence-i,,,
521,https://leetcode.com/problems/longest-uncommon-subsequence-ii,,,
522,https://leetcode.com/problems/continuous-subarray-sum,,,
523,https://leetcode.com/problems/longest-word-in-dictionary-through-deleting,,,
524,https://leetcode.com/problems/contiguous-array,,,
525,https://leetcode.com/problems/beautiful-arrangement,,,
526,https://leetcode.com/problems/word-abbreviation,,,
527,https://leetcode.com/problems/random-pick-with-weight,,,
528,https://leetcode.com/problems/minesweeper,,,
529,https://leetcode.com/problems/minimum-absolute-difference-in-bst,,,
530,https://leetcode.com/problems/lonely-pixel-i,,,
531,https://leetcode.com/problems/k-diff-pairs-in-an-array,,,
532,https://leetcode.com/problems/lonely-pixel-ii,,,
533,https://leetcode.com/problems/game-play-analysis-iii,,,
534,https://leetcode.com/problems/encode-and-decode-tinyurl,,,
535,https://leetcode.com/problems/construct-binary-tree-from-string,,,
536,https://leetcode.com/problems/complex-number-multiplication,,,
537,https://leetcode.com/problems/convert-bst-to-greater-tree,,,
538,https://leetcode.com/problems/minimum-time-difference,,,
539,https://leetcode.com/problems/single-element-in-a-sorted-array,,,
540,https://leetcode.com/problems/reverse-string-ii,,,
541,https://leetcode.com/problems/01-matrix,,,
542,https://leetcode.com/problems/diameter-of-binary-tree,,,
543,https://leetcode.com/problems/output-contest-matches,,,
544,https://leetcode.com/problems/boundary-of-binary-tree,,,
545,https://leetcode.com/problems/remove-boxes,,,
546,https://leetcode.com/problems/friend-circles,,,
547,https://leetcode.com/problems/split-array-with-equal-sum,,,
548,https://leetcode.com/problems/binary-tree-longest-consecutive-sequence-ii,,,
549,https://leetcode.com/problems/game-play-analysis-iv,,,
550,https://leetcode.com/problems/student-attendance-record-i,,,
551,https://leetcode.com/problems/student-attendance-record-ii,,,
552,https://leetcode.com/problems/optimal-division,,,
553,https://leetcode.com/problems/brick-wall,,,
554,https://leetcode.com/problems/split-concatenated-strings,,,
555,https://leetcode.com/problems/next-greater-element-iii,,,
556,https://leetcode.com/problems/reverse-words-in-a-string-iii,,,
557,https://leetcode.com/problems/logical-or-of-two-binary-grids-represented-as-quad-trees,,,
558,https://leetcode.com/problems/maximum-depth-of-n-ary-tree,,,
559,https://leetcode.com/problems/subarray-sum-equals-k,,,
560,https://leetcode.com/problems/array-partition-i,,,
561,https://leetcode.com/problems/longest-line-of-consecutive-one-in-matrix,,,
562,https://leetcode.com/problems/binary-tree-tilt,,,
563,https://leetcode.com/problems/find-the-closest-palindrome,,,
564,https://leetcode.com/problems/array-nesting,,,
565,https://leetcode.com/problems/reshape-the-matrix,,,
566,https://leetcode.com/problems/permutation-in-string,,,
567,https://leetcode.com/problems/maximum-vacation-days,,,
568,https://leetcode.com/problems/median-employee-salary,,,
569,https://leetcode.com/problems/managers-with-at-least-5-direct-reports,,,
570,https://leetcode.com/problems/find-median-given-frequency-of-numbers,,,
571,https://leetcode.com/problems/subtree-of-another-tree,,,
572,https://leetcode.com/problems/squirrel-simulation,,,
573,https://leetcode.com/problems/winning-candidate,,,
574,https://leetcode.com/problems/distribute-candies,,,
